"experiment_name","alpha","beta_text","beta_visual_pos","beta_visual_neg","direction_type","reliability_weighted","direction_cosine_threshold","max_confounders_per_attribute","recall@1","recall@5","recall@10","precision@10","notes"
"correlation_aware_reliability_hybrid_text_visual_fusion","1.25","2.5","0.75","0.25","decorrelated_train_split_directions","True","0.7","2","0.03527632439502943","0.10989617396991498","0.16520192936559844","0.02268230869849575","train-split reliability plus conservative correlation-aware projection removal"
"correlation_aware_reliability_hybrid_text_visual_fusion","1.25","2.5","0.75","0.25","decorrelated_train_split_directions","True","0.7","3","0.03480624591236102","0.10985529758011772","0.1649566710268149","0.022539241334205363","train-split reliability plus conservative correlation-aware projection removal"
"correlation_aware_reliability_hybrid_text_visual_fusion","1.25","2.5","0.75","0.25","decorrelated_train_split_directions","True","0.5","2","0.0351741334205363","0.10995748855461086","0.16475228907782866","0.02262916939175932","train-split reliability plus conservative correlation-aware projection removal"
"correlation_aware_reliability_hybrid_text_visual_fusion","1.25","2.5","0.75","0.25","decorrelated_train_split_directions","True","0.3","2","0.0351741334205363","0.10995748855461086","0.16475228907782866","0.02262916939175932","train-split reliability plus conservative correlation-aware projection removal"
"correlation_aware_reliability_hybrid_text_visual_fusion","1.25","2.5","0.75","0.25","decorrelated_train_split_directions","True","0.5","3","0.034724493132766515","0.10987573577501634","0.16454790712884237","0.022492233485938522","train-split reliability plus conservative correlation-aware projection removal"
"correlation_aware_reliability_hybrid_text_visual_fusion","1.25","2.5","0.75","0.25","decorrelated_train_split_directions","True","0.3","3","0.03464274035317201","0.10977354480052322","0.16438440156965337","0.022463620013080447","train-split reliability plus conservative correlation-aware projection removal"
"correlation_aware_reliability_hybrid_text_visual_fusion","1.25","2.5","0.75","0.25","decorrelated_train_split_directions","True","0.7","1","0.034704054937867886","0.10924215173315893","0.16422089601046436","0.02255150425114454","train-split reliability plus conservative correlation-aware projection removal"
"correlation_aware_reliability_hybrid_text_visual_fusion","1.25","2.5","0.75","0.25","decorrelated_train_split_directions","True","0.3","1","0.03441792020928711","0.10911952256376717","0.16368950294310006","0.02247383911052976","train-split reliability plus conservative correlation-aware projection removal"
"correlation_aware_reliability_hybrid_text_visual_fusion","1.25","2.5","0.75","0.25","decorrelated_train_split_directions","True","0.5","1","0.03441792020928711","0.10911952256376717","0.16368950294310006","0.02247383911052976","train-split reliability plus conservative correlation-aware projection removal"
