attribute,5_o_Clock_Shadow,Arched_Eyebrows,Attractive,Bags_Under_Eyes,Bald,Bangs,Big_Lips,Big_Nose,Black_Hair,Blond_Hair,Blurry,Brown_Hair,Bushy_Eyebrows,Chubby,Double_Chin,Eyeglasses,Goatee,Gray_Hair,Heavy_Makeup,High_Cheekbones,Male,Mouth_Slightly_Open,Mustache,Narrow_Eyes,No_Beard,Oval_Face,Pale_Skin,Pointy_Nose,Receding_Hairline,Rosy_Cheeks,Sideburns,Smiling,Straight_Hair,Wavy_Hair,Wearing_Earrings,Wearing_Hat,Wearing_Lipstick,Wearing_Necklace,Wearing_Necktie,Young
Blurry,-0.051840849220752716,-0.4111928939819336,-0.5908007621765137,0.12701982259750366,0.19651564955711365,-0.07728181034326553,-0.3349699378013611,0.15884873270988464,-0.13878512382507324,-0.24630913138389587,0.9999998211860657,-0.2770065367221832,-0.15994054079055786,0.2613970935344696,0.18593114614486694,0.3825009763240814,0.10963186621665955,0.18046699464321136,-0.4569866955280304,-0.4063071310520172,0.2321162223815918,-0.10192743688821793,0.14664050936698914,0.48195725679397583,-0.12804803252220154,-0.6090477108955383,-0.04178934544324875,-0.506423830986023,0.16608312726020813,-0.5681718587875366,0.065965935587883,-0.3669837415218353,-0.1216895580291748,-0.3348884582519531,-0.41865110397338867,0.45296522974967957,-0.38717198371887207,-0.26556313037872314,0.039754658937454224,-0.2893238067626953
Brown_Hair,-0.22534550726413727,0.42934051156044006,0.6103011965751648,-0.4490240514278412,-0.4732920527458191,0.31241369247436523,0.3129235506057739,-0.5770008563995361,-0.3756251931190491,0.22043654322624207,-0.2770065367221832,1.000000238418579,-0.23567739129066467,-0.5904521346092224,-0.52840256690979,-0.5191984176635742,-0.43300187587738037,-0.4742908477783203,0.4826272130012512,0.2741910219192505,-0.47320395708084106,0.08191206306219101,-0.5159386396408081,-0.1246609091758728,0.41629183292388916,0.37711262702941895,0.2968195080757141,0.5017697811126709,-0.5230855941772461,0.4174940586090088,-0.3276623487472534,0.25652387738227844,-0.15466853976249695,0.57270348072052,0.3480619788169861,-0.4495428502559662,0.49390465021133423,0.4058331251144409,-0.4633636176586151,0.49560415744781494
Bushy_Eyebrows,0.7348377704620361,-0.44775310158729553,-0.1828717440366745,0.46544867753982544,0.1779310703277588,-0.28861069679260254,-0.29299265146255493,0.4647364914417267,0.6356327533721924,-0.5444305539131165,-0.15994054079055786,-0.23567739129066467,1.0000004768371582,0.18148748576641083,0.1663450449705124,0.17123806476593018,0.5364366173744202,0.09260748326778412,-0.46774208545684814,-0.3608364462852478,0.6012519598007202,-0.2848473787307739,0.547542929649353,-0.07181045413017273,-0.6378659605979919,-0.12911145389080048,-0.2776431441307068,-0.3342708349227905,0.026019267737865448,-0.3380962908267975,0.5978289842605591,-0.20263387262821198,0.44575196504592896,-0.4524334669113159,-0.5027917623519897,0.1402948647737503,-0.520419716835022,-0.5908418893814087,0.36284855008125305,-0.007331535220146179
Chubby,0.31992241740226746,-0.6538426280021667,-0.8213056325912476,0.7981957197189331,0.8598873615264893,-0.4275081157684326,-0.5869737267494202,0.8889185190200806,0.10253897309303284,-0.5319048762321472,0.2613970935344696,-0.5904521346092224,0.18148748576641083,0.9999996423721313,0.9714975357055664,0.7551368474960327,0.5885055065155029,0.8275271654129028,-0.6890936493873596,-0.20012420415878296,0.6962107419967651,0.0016178712248802185,0.6695675253868103,0.18791741132736206,-0.5642205476760864,-0.37580403685569763,-0.5000131130218506,-0.7076839208602905,0.8133307695388794,-0.4993587136268616,0.47915181517601013,-0.11378665268421173,0.06806081533432007,-0.6516580581665039,-0.5125051140785217,0.47016215324401855,-0.6983647346496582,-0.5929923057556152,0.8408185243606567,-0.8668394088745117
Double_Chin,0.31813114881515503,-0.6055034399032593,-0.7634725570678711,0.8288216590881348,0.8561305999755859,-0.4051814377307892,-0.603978157043457,0.8832716345787048,0.0207180455327034,-0.47373491525650024,0.18593114614486694,-0.52840256690979,0.1663450449705124,0.9714975357055664,1.0000001192092896,0.7120962142944336,0.5062226057052612,0.8981956243515015,-0.6332200765609741,-0.09940584748983383,0.6696937084197998,0.06817148625850677,0.5924098491668701,0.1535423994064331,-0.5057146549224854,-0.3285374641418457,-0.521767258644104,-0.603506326675415,0.8424044847488403,-0.3921385407447815,0.42449241876602173,-0.0006538927555084229,0.03566369414329529,-0.580657422542572,-0.44952917098999023,0.3765738010406494,-0.6502608060836792,-0.5340566635131836,0.884010374546051,-0.9080268144607544
Eyeglasses,0.31151139736175537,-0.6826754212379456,-0.7807250022888184,0.6047362685203552,0.6638303995132446,-0.3147655725479126,-0.5804872512817383,0.7047203183174133,0.12029937654733658,-0.5385898947715759,0.3825009763240814,-0.5191984176635742,0.17123806476593018,0.7551368474960327,0.7120962142944336,1.000000238418579,0.5116623640060425,0.6495361328125,-0.6917067766189575,-0.3599136471748352,0.6415964961051941,-0.115451380610466,0.568921685218811,0.192113995552063,-0.5125417709350586,-0.5170112252235413,-0.3727448582649231,-0.6623036861419678,0.6019869446754456,-0.5929169654846191,0.43255895376205444,-0.25914400815963745,0.12069437652826309,-0.6430375576019287,-0.5647966861724854,0.5260428190231323,-0.6813398003578186,-0.5944228172302246,0.6570195555686951,-0.701164722442627
Goatee,0.7852199077606201,-0.7058252692222595,-0.6247144937515259,0.6632779836654663,0.5458461046218872,-0.4455223083496094,-0.49798572063446045,0.7508477568626404,0.313709557056427,-0.5795754194259644,0.10963186621665955,-0.43300187587738037,0.5364366173744202,0.5885055065155029,0.5062226057052612,0.5116623640060425,1.0000001192092896,0.3529626727104187,-0.7282286882400513,-0.4852455258369446,0.8124879598617554,-0.3164766728878021,0.9618203639984131,0.01211919542402029,-0.9646303653717041,-0.42241543531417847,-0.47845810651779175,-0.5717438459396362,0.4331568777561188,-0.5211098790168762,0.9380024075508118,-0.3478933572769165,0.14577385783195496,-0.6582796573638916,-0.671918511390686,0.503745973110199,-0.7683352828025818,-0.7470328211784363,0.564810574054718,-0.44072604179382324
Gray_Hair,0.2374587059020996,-0.5525356531143188,-0.6863611936569214,0.7679798007011414,0.767657995223999,-0.3506354093551636,-0.6139389276504517,0.7504507899284363,-0.09972155839204788,-0.3803158402442932,0.18046699464321136,-0.4742908477783203,0.09260748326778412,0.8275271654129028,0.8981956243515015,0.6495361328125,0.3529626727104187,1.0,-0.5611464977264404,-0.12136729061603546,0.5688389539718628,-0.0016703419387340546,0.4420897960662842,0.06375262141227722,-0.37443482875823975,-0.36507031321525574,-0.38100650906562805,-0.4804675579071045,0.8147075176239014,-0.37072861194610596,0.32649320363998413,-0.049724798649549484,0.010588014498353004,-0.4967467188835144,-0.39644917845726013,0.2575005888938904,-0.5642093420028687,-0.4626275300979614,0.8426770567893982,-0.8945910930633545
Heavy_Makeup,-0.7056357860565186,0.9728941917419434,0.9007406234741211,-0.8420708179473877,-0.642114520072937,0.46626684069633484,0.8242411613464355,-0.8153172731399536,-0.2242889553308487,0.732957661151886,-0.4569866955280304,0.4826272130012512,-0.46774208545684814,-0.6890936493873596,-0.6332200765609741,-0.6917067766189575,-0.7282286882400513,-0.5611464977264404,1.0,0.636131763458252,-0.941092848777771,0.3151744604110718,-0.7381713390350342,-0.20299702882766724,0.8121809959411621,0.6657650470733643,0.4317772388458252,0.8718831539154053,-0.5430382490158081,0.8444364070892334,-0.7074710130691528,0.4686061143875122,-0.3150876462459564,0.8991981148719788,0.9098123908042908,-0.6463255882263184,0.9911636114120483,0.9335452318191528,-0.6973369717597961,0.609294056892395
High_Cheekbones,-0.47920477390289307,0.6292030811309814,0.48892587423324585,-0.26963987946510315,-0.20658791065216064,0.22858557105064392,0.38593676686286926,-0.275052547454834,-0.180103600025177,0.48155468702316284,-0.4063071310520172,0.2741910219192505,-0.3608364462852478,-0.20012420415878296,-0.09940584748983383,-0.3599136471748352,-0.4852455258369446,-0.12136729061603546,0.636131763458252,0.9999997615814209,-0.5643871426582336,0.8036914467811584,-0.5033333897590637,-0.05961714684963226,0.5528124570846558,0.7915620803833008,-0.12778490781784058,0.5172940492630005,-0.043436646461486816,0.8083577156066895,-0.5064066052436829,0.957453727722168,-0.18301817774772644,0.5451319813728333,0.7720885872840881,-0.4797695577144623,0.617935299873352,0.7127100229263306,-0.1988605409860611,0.10655869543552399
Male,0.8434929847717285,-0.9184302091598511,-0.8030475378036499,0.8924673795700073,0.6567797660827637,-0.4829053282737732,-0.7840911746025085,0.8803843855857849,0.29200121760368347,-0.7098488807678223,0.2321162223815918,-0.47320395708084106,0.6012519598007202,0.6962107419967651,0.6696937084197998,0.6415964961051941,0.8124879598617554,0.5688389539718628,-0.941092848777771,-0.5643871426582336,1.0000001192092896,-0.305677592754364,0.8121640682220459,0.10591495037078857,-0.9037162065505981,-0.5584417581558228,-0.521508514881134,-0.7598518133163452,0.5413030982017517,-0.6935417056083679,0.7992074489593506,-0.3761894702911377,0.340981662273407,-0.8467427492141724,-0.865293025970459,0.5544458031654358,-0.9739181399345398,-0.9330347776412964,0.7859429121017456,-0.6030877828598022
Mouth_Slightly_Open,-0.3469562530517578,0.32775676250457764,0.15514019131660461,-0.0801897644996643,-0.044663358479738235,0.04714855179190636,0.19513557851314545,-0.06917477399110794,-0.1937001347541809,0.2842572331428528,-0.10192743688821793,0.08191206306219101,-0.2848473787307739,0.0016178712248802185,0.06817148625850677,-0.115451380610466,-0.3164766728878021,-0.0016703419387340546,0.3151744604110718,0.8036914467811584,-0.305677592754364,1.000000238418579,-0.3422812521457672,0.21644940972328186,0.3522343635559082,0.5204002261161804,-0.34514397382736206,0.17522573471069336,0.09098168462514877,0.5012983083724976,-0.3701048195362091,0.8344278335571289,-0.12667344510555267,0.2452239692211151,0.48894035816192627,-0.10374464839696884,0.302057683467865,0.45047515630722046,-0.08333592861890793,-0.010022684931755066
Mustache,0.7205004692077637,-0.7083522081375122,-0.6659955382347107,0.6945405006408691,0.5856279134750366,-0.44749903678894043,-0.49231189489364624,0.7998615503311157,0.3542260229587555,-0.6036624312400818,0.14664050936698914,-0.5159386396408081,0.547542929649353,0.6695675253868103,0.5924098491668701,0.568921685218811,0.9618203639984131,0.4420897960662842,-0.7381713390350342,-0.5033333897590637,0.8121640682220459,-0.3422812521457672,1.000000238418579,0.035408634692430496,-0.9301793575286865,-0.47591716051101685,-0.4566245675086975,-0.6138076782226562,0.4801802635192871,-0.5720674395561218,0.8724713325500488,-0.379935622215271,0.13909131288528442,-0.6666667461395264,-0.6691519618034363,0.5002107620239258,-0.7719095945358276,-0.7471596002578735,0.6217707395553589,-0.5164612531661987
Narrow_Eyes,-0.08928593248128891,-0.17959105968475342,-0.27852240204811096,0.09692224860191345,0.06407894194126129,0.05165347829461098,-0.11508408188819885,0.10476769506931305,-0.06025984138250351,-0.10942839831113815,0.48195725679397583,-0.1246609091758728,-0.07181045413017273,0.18791741132736206,0.1535423994064331,0.192113995552063,0.01211919542402029,0.06375262141227722,-0.20299702882766724,-0.05961714684963226,0.10591495037078857,0.21644940972328186,0.035408634692430496,1.0,-0.018367554992437363,-0.3135041892528534,-0.08731722086668015,-0.3588589131832123,0.01856817677617073,-0.21944479644298553,-0.0376415029168129,-0.0028135888278484344,-0.034238360822200775,-0.12306460738182068,-0.17121219635009766,0.2667035460472107,-0.17704810202121735,-0.09843228757381439,0.010951883159577847,-0.12024687230587006
No_Beard,-0.9043326377868652,0.7892077565193176,0.6509521007537842,-0.7410467863082886,-0.5356143712997437,0.47869929671287537,0.6099976897239685,-0.7777880430221558,-0.3348929286003113,0.6342992782592773,-0.12804803252220154,0.41629183292388916,-0.6378659605979919,-0.5642205476760864,-0.5057146549224854,-0.5125417709350586,-0.9646303653717041,-0.37443482875823975,0.8121809959411621,0.5528124570846558,-0.9037162065505981,0.3522343635559082,-0.9301793575286865,-0.018367554992437363,1.000000238418579,0.4786870777606964,0.5051254034042358,0.6095110774040222,-0.4007694125175476,0.5795256495475769,-0.9527984261512756,0.38181763887405396,-0.23509539663791656,0.721161425113678,0.7690235376358032,-0.5120245218276978,0.8562618494033813,0.8394030332565308,-0.6154775619506836,0.4346488118171692
Oval_Face,-0.35539379715919495,0.6285251379013062,0.6877796649932861,-0.4072531461715698,-0.3389435410499573,0.2007598876953125,0.44657522439956665,-0.41685718297958374,0.01771904155611992,0.43727660179138184,-0.6090477108955383,0.37711262702941895,-0.12911145389080048,-0.37580403685569763,-0.3285374641418457,-0.5170112252235413,-0.42241543531417847,-0.36507031321525574,0.6657650470733643,0.7915620803833008,-0.5584417581558228,0.5204002261161804,-0.47591716051101685,-0.3135041892528534,0.4786870777606964,1.000000238418579,0.06819377094507217,0.5210549235343933,-0.22598180174827576,0.7685490846633911,-0.4214180111885071,0.7443497180938721,0.057201042771339417,0.48593658208847046,0.6634068489074707,-0.5299872159957886,0.6297677159309387,0.5895646810531616,-0.32076460123062134,0.45304906368255615
Pale_Skin,-0.4646839201450348,0.39542263746261597,0.4805924892425537,-0.559163510799408,-0.46787750720977783,0.46925657987594604,0.3892316222190857,-0.6137335300445557,-0.17342087626457214,0.3783422112464905,-0.04178934544324875,0.2968195080757141,-0.2776431441307068,-0.5000131130218506,-0.521767258644104,-0.3727448582649231,-0.47845810651779175,-0.38100650906562805,0.4317772388458252,-0.12778490781784058,-0.521508514881134,-0.34514397382736206,-0.4566245675086975,-0.08731722086668015,0.5051254034042358,0.06819377094507217,1.0,0.2943725287914276,-0.47964048385620117,0.06373436748981476,-0.4309149384498596,-0.2272903025150299,-0.05385003983974457,0.4044821262359619,0.2081596851348877,-0.31160712242126465,0.4850913882255554,0.3486596941947937,-0.5338648557662964,0.4493999481201172
Pointy_Nose,-0.4243907928466797,0.8287253379821777,0.8449569940567017,-0.6943647861480713,-0.57874596118927,0.3287928104400635,0.6317148208618164,-0.7250065207481384,-0.30264049768447876,0.7075995802879333,-0.506423830986023,0.5017697811126709,-0.3342708349227905,-0.7076839208602905,-0.603506326675415,-0.6623036861419678,-0.5717438459396362,-0.4804675579071045,0.8718831539154053,0.5172940492630005,-0.7598518133163452,0.17522573471069336,-0.6138076782226562,-0.3588589131832123,0.6095110774040222,0.5210549235343933,0.2943725287914276,0.9999996423721313,-0.5084919929504395,0.841686487197876,-0.4826974868774414,0.39176180958747864,-0.3341997265815735,0.8403893113136292,0.7735596895217896,-0.6479413509368896,0.8430228233337402,0.7855569124221802,-0.5568102598190308,0.5127024054527283
Receding_Hairline,0.2094883918762207,-0.5090427398681641,-0.6944457292556763,0.7055803537368774,0.8069765567779541,-0.47962331771850586,-0.49463826417922974,0.7609093189239502,-0.014643874019384384,-0.3945104479789734,0.16608312726020813,-0.5230855941772461,0.026019267737865448,0.8133307695388794,0.8424044847488403,0.6019869446754456,0.4331568777561188,0.8147075176239014,-0.5430382490158081,-0.043436646461486816,0.5413030982017517,0.09098168462514877,0.4801802635192871,0.01856817677617073,-0.4007694125175476,-0.22598180174827576,-0.47964048385620117,-0.5084919929504395,1.0000001192092896,-0.3341217041015625,0.3233404755592346,0.009506788104772568,-0.0359821654856205,-0.5484386682510376,-0.33664670586586,0.30914977192878723,-0.5511659383773804,-0.45373329520225525,0.7635214328765869,-0.7960230112075806
Rosy_Cheeks,-0.43554478883743286,0.8135117292404175,0.7581135630607605,-0.5429878830909729,-0.44736447930336,0.3363712728023529,0.5698307752609253,-0.5436738729476929,-0.28422844409942627,0.7098788022994995,-0.5681718587875366,0.4174940586090088,-0.3380962908267975,-0.4993587136268616,-0.3921385407447815,-0.5929169654846191,-0.5211098790168762,-0.37072861194610596,0.8444364070892334,0.8083577156066895,-0.6935417056083679,0.5012983083724976,-0.5720674395561218,-0.21944479644298553,0.5795256495475769,0.7685490846633911,0.06373436748981476,0.841686487197876,-0.3341217041015625,1.0000001192092896,-0.4869583249092102,0.7098379135131836,-0.2944123148918152,0.7746131420135498,0.8505622148513794,-0.587256908416748,0.7952283620834351,0.8187015652656555,-0.41086745262145996,0.3790000379085541
Sideburns,0.8691504001617432,-0.6910257339477539,-0.5429627299308777,0.6618518829345703,0.4666612148284912,-0.4192725419998169,-0.5894221067428589,0.666336178779602,0.2736016511917114,-0.5518242120742798,0.065965935587883,-0.3276623487472534,0.5978289842605591,0.47915181517601013,0.42449241876602173,0.43255895376205444,0.9380024075508118,0.32649320363998413,-0.7074710130691528,-0.5064066052436829,0.7992074489593506,-0.3701048195362091,0.8724713325500488,-0.0376415029168129,-0.9527984261512756,-0.4214180111885071,-0.4309149384498596,-0.4826974868774414,0.3233404755592346,-0.4869583249092102,1.000000238418579,-0.34538695216178894,0.172941654920578,-0.6033163070678711,-0.6785063743591309,0.4123867154121399,-0.74820876121521,-0.7427163124084473,0.5462149381637573,-0.38985854387283325
Smiling,-0.28086555004119873,0.46098029613494873,0.39020437002182007,-0.09287801384925842,-0.1192292645573616,0.1722187101840973,0.216071218252182,-0.1257050782442093,-0.1315383017063141,0.3497743606567383,-0.3669837415218353,0.25652387738227844,-0.20263387262821198,-0.11378665268421173,-0.0006538927555084229,-0.25914400815963745,-0.3478933572769165,-0.049724798649549484,0.4686061143875122,0.957453727722168,-0.3761894702911377,0.8344278335571289,-0.379935622215271,-0.0028135888278484344,0.38181763887405396,0.7443497180938721,-0.2272903025150299,0.39176180958747864,0.009506788104772568,0.7098379135131836,-0.34538695216178894,1.000000238418579,-0.07157906144857407,0.403350293636322,0.6029561758041382,-0.4044063687324524,0.4428212642669678,0.5505328178405762,-0.07101937383413315,0.036217767745256424
Straight_Hair,0.36039263010025024,-0.3349725604057312,-0.08000005781650543,0.2589183747768402,0.038017235696315765,-0.06699518859386444,-0.29230737686157227,0.17125728726387024,0.49011754989624023,-0.3154165744781494,-0.1216895580291748,-0.15466853976249695,0.44575196504592896,0.06806081533432007,0.03566369414329529,0.12069437652826309,0.14577385783195496,0.010588014498353004,-0.3150876462459564,-0.18301817774772644,0.340981662273407,-0.12667344510555267,0.13909131288528442,-0.034238360822200775,-0.23509539663791656,0.057201042771339417,-0.05385003983974457,-0.3341997265815735,-0.0359821654856205,-0.2944123148918152,0.172941654920578,-0.07157906144857407,1.0,-0.5639614462852478,-0.39367175102233887,-0.03931525722146034,-0.3239530622959137,-0.4025374948978424,0.2534124553203583,0.09174945950508118
Wavy_Hair,-0.6120373010635376,0.8731146454811096,0.8070710897445679,-0.7523723840713501,-0.6169513463973999,0.45234405994415283,0.715603768825531,-0.7470337152481079,-0.3537135124206543,0.7078691720962524,-0.3348884582519531,0.57270348072052,-0.4524334669113159,-0.6516580581665039,-0.580657422542572,-0.6430375576019287,-0.6582796573638916,-0.4967467188835144,0.8991981148719788,0.5451319813728333,-0.8467427492141724,0.2452239692211151,-0.6666667461395264,-0.12306460738182068,0.721161425113678,0.48593658208847046,0.4044821262359619,0.8403893113136292,-0.5484386682510376,0.7746131420135498,-0.6033163070678711,0.403350293636322,-0.5639614462852478,1.0,0.808260440826416,-0.6134270429611206,0.8974878191947937,0.8794078826904297,-0.6562185883522034,0.4948636591434479
